date,symbol,close
2023-01-12,601318.SH,74.47
2023-01-12,000858.SZ,51.33
2023-01-12,002594.SZ,66.6
2023-01-12,600036.SH,111.31
2023-01-13,600000.SH,97.2
2023-01-13,600519.SH,81.51
2023-01-13,000001.SZ,113.72
2023-01-13,300750.SZ,57.68
2023-01-13,601318.SH,108.88
2023-01-13,000858.SZ,79.69
2023-01-13,002594.SZ,85.17
2023-01-13,600036.SH,42.39
2023-01-16,600000.SH,102.6
2023-01-16,600519.SH,86.26
2023-01-16,000001.SZ,67.48
2023-01-16,300750.SZ,106.57
2023-01-16,601318.SH,93.98
2023-01-16,000858.SZ,117.14
2023-01-16,002594.SZ,54.18
2023-01-16,600036.SH,85.68
2023-01-17,600000.SH,61.93
2023-01-17,600519.SH,103.6
2023-01-17,000001.SZ,109.75
2023-01-17,300750.SZ,85.65
2023-01-17,601318.SH,86.06
2023-01-17,000858.SZ,78.22
2023-01-17,002594.SZ,73.82
2023-01-17,600036.SH,52.58
2023-01-18,600000.SH,72.86
2023-01-18,600519.SH,95.3
2023-01-18,000001.SZ,77.91
2023-01-18,300750.SZ,93.62
2023-01-18,601318.SH,81.55
2023-01-18,000858.SZ,115.82
2023-01-18,002594.SZ,47.64
2023-01-18,600036.SH,56.53
2023-01-19,600000.SH,53.86
2023-01-19,600519.SH,105.11
2023-01-19,000001.SZ,82.87
2023-01-19,300750.SZ,79.68
2023-01-19,601318.SH,90.65
2023-01-19,000858.SZ,76.42
2023-01-19,002594.SZ,87.92
2023-01-19,600036.SH,117.25
2023-01-20,600000.SH,84.08
2023-01-20,600519.SH,78.12
2023-01-20,000001.SZ,79.44
2023-01-20,300750.SZ,90.18
2023-01-20,601318.SH,54.02
2023-01-20,000858.SZ,68.96
2023-01-20,002594.SZ,108.46
2023-01-20,600036.SH,42.28
2023-01-23,600000.SH,59.53
2023-01-23,600519.SH,79.53
2023-01-23,000001.SZ,64.06
2023-01-23,300750.SZ,70.45
2023-01-23,601318.SH,78.82
2023-01-23,000858.SZ,95.04
2023-01-23,002594.SZ,75.3
2023-01-23,600036.SH,80.92
2023-01-24,600000.SH,47.89
2023-01-24,600519.SH,85.23
2023-01-24,000001.SZ,106.61
2023-01-24,300750.SZ,54.2
2023-01-24,601318.SH,105.48
2023-01-24,000858.SZ,72.04
2023-01-24,002594.SZ,89.66
2023-01-24,600036.SH,112.65
2023-01-25,600000.SH,65.05
2023-01-25,600519.SH,107.92
2023-01-25,000001.SZ,101.02
2023-01-25,300750.SZ,119.56
2023-01-25,601318.SH,52.42
2023-01-25,000858.SZ,54.52
2023-01-25,002594.SZ,79.92
2023-01-25,600036.SH,103.94
2023-01-26,600000.SH,62.99
2023-01-26,600519.SH,62.93
2023-01-26,000001.SZ,59.35
2023-01-26,300750.SZ,49.72
2023-01-26,601318.SH,77.19
2023-01-26,000858.SZ,60.37
2023-01-26,002594.SZ,65.74
2023-01-26,600036.SH,106.86
2023-01-27,600000.SH,59.99
2023-01-27,600519.SH,89.72
2023-01-27,000001.SZ,74.63
2023-01-27,300750.SZ,59.01
2023-01-27,601318.SH,61.17
2023-01-27,000858.SZ,57.13
2023-01-27,002594.SZ,112.16
2023-01-27,600036.SH,44.95
2023-01-30,600000.SH,47.36
2023-01-30,600519.SH,116.46
2023-01-30,000001.SZ,45.48
2023-01-30,300750.SZ,55.53
2023-01-30,601318.SH,117.21
2023-01-30,000858.SZ,73.32
2023-01-30,002594.SZ,50.0
2023-01-30,600036.SH,87.34
2023-01-31,600000.SH,77.09
2023-01-31,600519.SH,55.24
2023-01-31,000001.SZ,109.56
2023-01-31,300750.SZ,116.95
2023-01-31,601318.SH,83.56
2023-01-31,000858.SZ,99.21
2023-01-31,002594.SZ,87.19
2023-01-31,600036.SH,59.91
2023-02-01,600000.SH,42.61
2023-02-01,600519.SH,84.03
2023-02-01,000001.SZ,96.55
2023-02-01,300750.SZ,114.73
2023-02-01,601318.SH,91.66
2023-02-01,000858.SZ,89.94
2023-02-01,002594.SZ,72.5
2023-02-01,600036.SH,69.1
2023-02-02,600000.SH,86.01
2023-02-02,600519.SH,107.15
2023-02-02,000001.SZ,111.64
2023-02-02,300750.SZ,119.33
2023-02-02,601318.SH,111.45
2023-02-02,000858.SZ,78.51
2023-02-02,002594.SZ,60.99
2023-02-02,600036.SH,62.91
2023-02-03,600000.SH,74.46
2023-02-03,600519.SH,77.33
2023-02-03,000001.SZ,81.31
2023-02-03,300750.SZ,43.37
2023-02-03,601318.SH,77.09
2023-02-03,000858.SZ,69.98
2023-02-03,002594.SZ,89.85
2023-02-03,600036.SH,97.5
2023-02-06,600000.SH,79.03
2023-02-06,600519.SH,114.06
2023-02-06,000001.SZ,70.31
2023-02-06,300750.SZ,97.93
2023-02-06,601318.SH,48.16
2023-02-06,000858.SZ,108.86
2023-02-06,002594.SZ,90.61
2023-02-06,600036.SH,52.62
2023-02-07,600000.SH,70.07
2023-02-07,600519.SH,119.34
2023-02-07,000001.SZ,48.42
2023-02-07,300750.SZ,104.46
2023-02-07,601318.SH,113.43
2023-02-07,000858.SZ,101.77
2023-02-07,002594.SZ,79.7
2023-02-07,600036.SH,63.19
2023-02-08,600000.SH,84.17
2023-02-08,600519.SH,56.99
2023-02-08,000001.SZ,104.11
2023-02-08,300750.SZ,114.28
2023-02-08,601318.SH,117.93
2023-02-08,000858.SZ,107.5
2023-02-08,002594.SZ,83.77
2023-02-08,600036.SH,59.89
2023-02-09,600000.SH,78.12
2023-02-09,600519.SH,49.09
2023-02-09,000001.SZ,104.69
2023-02-09,300750.SZ,66.63
2023-02-09,601318.SH,51.33
2023-02-09,000858.SZ,94.62
2023-02-09,002594.SZ,67.21
2023-02-09,600036.SH,67.63
2023-02-10,600000.SH,57.94
2023-02-10,600519.SH,75.9
2023-02-10,000001.SZ,47.35
2023-02-10,300750.SZ,61.09
2023-02-10,601318.SH,106.18
2023-02-10,000858.SZ,44.23
2023-02-10,002594.SZ,83.53
2023-02-10,600036.SH,47.96
2023-02-13,600000.SH,70.06
2023-02-13,600519.SH,101.64
2023-02-13,000001.SZ,65.0
2023-02-13,300750.SZ,116.38
2023-02-13,601318.SH,45.75
2023-02-13,000858.SZ,46.71
2023-02-13,002594.SZ,113.74
2023-02-13,600036.SH,49.94
2023-02-14,600000.SH,44.11
2023-02-14,600519.SH,102.81
2023-02-14,000001.SZ,104.75
2023-02-14,300750.SZ,44.94
2023-02-14,601318.SH,113.6
2023-02-14,000858.SZ,68.2
2023-02-14,002594.SZ,109.88
2023-02-14,600036.SH,110.54
2023-02-15,600000.SH,54.4
2023-02-15,600519.SH,118.39
2023-02-15,000001.SZ,63.43
2023-02-15,300750.SZ,70.27
2023-02-15,601318.SH,64.56
2023-02-15,000858.SZ,69.86
2023-02-15,002594.SZ,96.08
2023-02-15,600036.SH,53.86
2023-02-16,600000.SH,85.12
2023-02-16,600519.SH,80.33
2023-02-16,000001.SZ,81.82
2023-02-16,300750.SZ,85.01
2023-02-16,601318.SH,118.61
2023-02-16,000858.SZ,54.64
2023-02-16,002594.SZ,110.15
2023-02-16,600036.SH,62.16
2023-02-17,600000.SH,81.95
2023-02-17,600519.SH,117.66
2023-02-17,000001.SZ,57.16
2023-02-17,300750.SZ,58.33
2023-02-17,601318.SH,116.96
2023-02-17,000858.SZ,41.08
2023-02-17,002594.SZ,55.14
2023-02-17,600036.SH,67.27
2023-02-20,600000.SH,67.99
2023-02-20,600519.SH,80.45
2023-02-20,000001.SZ,50.09
2023-02-20,300750.SZ,72.05
2023-02-20,601318.SH,56.41
2023-02-20,000858.SZ,47.17
2023-02-20,002594.SZ,57.95
2023-02-20,600036.SH,63.77
2023-02-21,600000.SH,40.75
2023-02-21,600519.SH,104.27
2023-02-21,000001.SZ,52.8
2023-02-21,300750.SZ,113.1
2023-02-21,601318.SH,106.77
2023-02-21,000858.SZ,101.25
2023-02-21,002594.SZ,53.38
2023-02-21,600036.SH,75.57
2023-02-22,600000.SH,46.38
2023-02-22,600519.SH,56.65
2023-02-22,000001.SZ,93.02
2023-02-22,300750.SZ,49.65
2023-02-22,601318.SH,50.89
2023-02-22,000858.SZ,87.32
2023-02-22,002594.SZ,107.99
2023-02-22,600036.SH,42.62
2023-02-23,600000.SH,51.49
2023-02-23,600519.SH,61.86
2023-02-23,000001.SZ,73.24
2023-02-23,300750.SZ,97.61
2023-02-23,601318.SH,101.3
2023-02-23,000858.SZ,82.76
2023-02-23,002594.SZ,52.23
2023-02-23,600036.SH,100.67
2023-02-24,600000.SH,64.67
2023-02-24,600519.SH,90.75
2023-02-24,000001.SZ,59.96
2023-02-24,300750.SZ,115.93
2023-02-24,601318.SH,91.2
2023-02-24,000858.SZ,112.02
2023-02-24,002594.SZ,105.72
2023-02-24,600036.SH,91.73
2023-02-27,600000.SH,84.19
2023-02-27,600519.SH,67.53
2023-02-27,000001.SZ,50.01
2023-02-27,300750.SZ,83.99
2023-02-27,601318.SH,47.46
2023-02-27,000858.SZ,62.99
2023-02-27,002594.SZ,85.71
2023-02-27,600036.SH,104.33
2023-02-28,600000.SH,59.17
2023-02-28,600519.SH,107.12
2023-02-28,000001.SZ,115.99
2023-02-28,300750.SZ,83.39
2023-02-28,601318.SH,51.03
2023-02-28,000858.SZ,108.38
2023-02-28,002594.SZ,51.3
2023-02-28,600036.SH,74.71
2023-03-01,600000.SH,73.49
2023-03-01,600519.SH,95.33
2023-03-01,000001.SZ,112.37
2023-03-01,300750.SZ,100.95
2023-03-01,601318.SH,48.41
2023-03-01,000858.SZ,95.38
2023-03-01,002594.SZ,60.06
2023-03-01,600036.SH,105.5
2023-03-02,600000.SH,96.12
2023-03-02,600519.SH,109.23
2023-03-02,000001.SZ,112.57
2023-03-02,300750.SZ,88.63
2023-03-02,601318.SH,47.27
2023-03-02,000858.SZ,51.65
2023-03-02,002594.SZ,74.59
2023-03-02,600036.SH,99.92
2023-03-03,600000.SH,70.58
2023-03-03,600519.SH,68.33
2023-03-03,000001.SZ,107.42
2023-03-03,300750.SZ,55.84
2023-03-03,601318.SH,83.86
2023-03-03,000858.SZ,42.21
2023-03-03,002594.SZ,65.6
2023-03-03,600036.SH,88.14
2023-03-06,600000.SH,69.64
2023-03-06,600519.SH,99.2
2023-03-06,000001.SZ,41.76
2023-03-06,300750.SZ,80.26
2023-03-06,601318.SH,43.33
2023-03-06,000858.SZ,61.15
2023-03-06,002594.SZ,110.42
2023-03-06,600036.SH,40.95
2023-03-07,600000.SH,111.21
2023-03-07,600519.SH,89.17
2023-03-07,000001.SZ,111.36
2023-03-07,300750.SZ,109.7
2023-03-07,601318.SH,77.14
2023-03-07,000858.SZ,82.79
2023-03-07,002594.SZ,72.9
2023-03-07,600036.SH,96.32
2023-03-08,600000.SH,115.63
2023-03-08,600519.SH,104.26
2023-03-08,000001.SZ,41.0
2023-03-08,300750.SZ,40.52
2023-03-08,601318.SH,57.88
2023-03-08,000858.SZ,65.55
2023-03-08,002594.SZ,105.55
2023-03-08,600036.SH,47.28
2023-03-09,600000.SH,65.94
2023-03-09,600519.SH,119.29
2023-03-09,000001.SZ,49.76
2023-03-09,300750.SZ,52.45
2023-03-09,601318.SH,107.76
2023-03-09,000858.SZ,95.76
2023-03-09,002594.SZ,78.95
2023-03-09,600036.SH,90.63
2023-03-10,600000.SH,61.64
2023-03-10,600519.SH,87.4
2023-03-10,000001.SZ,44.28
2023-03-10,300750.SZ,45.17
2023-03-10,601318.SH,87.03
2023-03-10,000858.SZ,42.13
2023-03-10,002594.SZ,117.53
2023-03-10,600036.SH,72.44
2023-03-13,600000.SH,96.21
2023-03-13,600519.SH,56.39
2023-03-13,000001.SZ,96.33
2023-03-13,300750.SZ,65.09
2023-03-13,601318.SH,112.09
2023-03-13,000858.SZ,95.45
2023-03-13,002594.SZ,40.77
2023-03-13,600036.SH,78.63
2023-03-14,600000.SH,83.86
2023-03-14,600519.SH,104.18
2023-03-14,000001.SZ,42.54
2023-03-14,300750.SZ,90.16
2023-03-14,601318.SH,40.09
2023-03-14,000858.SZ,67.32
2023-03-14,002594.SZ,91.18
2023-03-14,600036.SH,41.58
2023-03-15,600000.SH,68.91
2023-03-15,600519.SH,41.23
2023-03-15,000001.SZ,75.34
2023-03-15,300750.SZ,82.87
2023-03-15,601318.SH,80.44
2023-03-15,000858.SZ,114.96
2023-03-15,002594.SZ,52.0
2023-03-15,600036.SH,89.12
2023-03-16,600000.SH,103.89
2023-03-16,600519.SH,72.62
2023-03-16,000001.SZ,65.95
2023-03-16,300750.SZ,43.45
2023-03-16,601318.SH,102.32
2023-03-16,000858.SZ,70.33
2023-03-16,002594.SZ,75.23
2023-03-16,600036.SH,52.83
2023-03-17,600000.SH,52.67
2023-03-17,600519.SH,67.45
2023-03-17,000001.SZ,42.72
2023-03-17,300750.SZ,44.84
2023-03-17,601318.SH,89.14
2023-03-17,000858.SZ,56.4
2023-03-17,002594.SZ,119.75
2023-03-17,600036.SH,94.98
2023-03-20,600000.SH,90.07
2023-03-20,600519.SH,117.74
2023-03-20,000001.SZ,91.23
2023-03-20,300750.SZ,62.62
2023-03-20,601318.SH,85.91
2023-03-20,000858.SZ,41.0
2023-03-20,002594.SZ,101.67
2023-03-20,600036.SH,67.55
2023-03-21,600000.SH,66.7
2023-03-21,600519.SH,97.69
2023-03-21,000001.SZ,48.22
2023-03-21,300750.SZ,77.99
2023-03-21,601318.SH,45.04
2023-03-21,000858.SZ,92.35
2023-03-21,002594.SZ,66.98
2023-03-21,600036.SH,116.65
2023-03-22,600000.SH,113.13
2023-03-22,600519.SH,104.03
2023-03-22,000001.SZ,71.29
2023-03-22,300750.SZ,84.22
2023-03-22,601318.SH,79.98
2023-03-22,000858.SZ,81.86
2023-03-22,002594.SZ,48.33
2023-03-22,600036.SH,74.01
2023-03-23,600000.SH,115.7
2023-03-23,600519.SH,108.1
2023-03-23,000001.SZ,102.06
2023-03-23,300750.SZ,72.19
2023-03-23,601318.SH,104.32
2023-03-23,000858.SZ,85.19
2023-03-23,002594.SZ,57.51
2023-03-23,600036.SH,57.0
2023-03-24,600000.SH,78.86
2023-03-24,600519.SH,117.37
2023-03-24,000001.SZ,103.63
2023-03-24,300750.SZ,41.67
2023-03-24,601318.SH,60.79
2023-03-24,000858.SZ,101.12
2023-03-24,002594.SZ,68.6
2023-03-24,600036.SH,101.47
2023-03-27,600000.SH,111.58
2023-03-27,600519.SH,81.36
2023-03-27,000001.SZ,91.88
2023-03-27,300750.SZ,113.67
2023-03-27,601318.SH,49.04
2023-03-27,000858.SZ,113.74
2023-03-27,002594.SZ,109.06
2023-03-27,600036.SH,54.65
2023-03-28,600000.SH,56.35
2023-03-28,600519.SH,88.45
2023-03-28,000001.SZ,112.76
2023-03-28,300750.SZ,52.85
2023-03-28,601318.SH,97.26
2023-03-28,000858.SZ,100.75
2023-03-28,002594.SZ,101.44
2023-03-28,600036.SH,88.31
2023-03-29,600000.SH,84.92
2023-03-29,600519.SH,44.65
2023-03-29,000001.SZ,59.02
2023-03-29,300750.SZ,75.58
2023-03-29,601318.SH,68.21
2023-03-29,000858.SZ,96.21
2023-03-29,002594.SZ,49.85
2023-03-29,600036.SH,84.12
2023-03-30,600000.SH,68.81
2023-03-30,600519.SH,95.14
2023-03-30,000001.SZ,82.44
2023-03-30,300750.SZ,119.9
2023-03-30,601318.SH,84.56
2023-03-30,000858.SZ,53.86
2023-03-30,002594.SZ,108.59
2023-03-30,600036.SH,70.49
2023-03-31,600000.SH,80.07
2023-03-31,600519.SH,81.74
2023-03-31,000001.SZ,80.73
2023-03-31,300750.SZ,54.04
2023-03-31,601318.SH,66.21
2023-03-31,000858.SZ,93.21
2023-03-31,002594.SZ,113.51
2023-03-31,600036.SH,49.0
2023-04-03,600000.SH,105.09
2023-04-03,600519.SH,117.32
2023-04-03,000001.SZ,109.66
2023-04-03,300750.SZ,108.75
2023-04-03,601318.SH,119.78
2023-04-03,000858.SZ,71.64
2023-04-03,002594.SZ,52.12
2023-04-03,600036.SH,94.87
2023-04-04,600000.SH,96.72
2023-04-04,600519.SH,106.35
2023-04-04,000001.SZ,85.37
2023-04-04,300750.SZ,88.35
2023-04-04,601318.SH,96.85
2023-04-04,000858.SZ,112.74
2023-04-04,002594.SZ,105.69
2023-04-04,600036.SH,46.91
2023-04-05,600000.SH,86.31
2023-04-05,600519.SH,87.2
2023-04-05,000001.SZ,76.48
2023-04-05,300750.SZ,117.15
2023-04-05,601318.SH,94.02
2023-04-05,000858.SZ,76.56
2023-04-05,002594.SZ,76.21
2023-04-05,600036.SH,114.08
2023-04-06,600000.SH,67.07
2023-04-06,600519.SH,64.45
2023-04-06,000001.SZ,67.23
2023-04-06,300750.SZ,107.07
2023-04-06,601318.SH,99.13
2023-04-06,000858.SZ,117.15
2023-04-06,002594.SZ,44.52
2023-04-06,600036.SH,94.44
2023-04-07,600000.SH,90.26
2023-04-07,600519.SH,105.15
2023-04-07,000001.SZ,97.25
2023-04-07,300750.SZ,73.07
2023-04-07,601318.SH,114.63
2023-04-07,000858.SZ,45.01
2023-04-07,002594.SZ,82.05
2023-04-07,600036.SH,80.81
2023-04-10,600000.SH,81.85
2023-04-10,600519.SH,89.87
2023-04-10,000001.SZ,105.99
2023-04-10,300750.SZ,64.59
2023-04-10,601318.SH,119.32
2023-04-10,000858.SZ,59.48
2023-04-10,002594.SZ,45.22
2023-04-10,600036.SH,118.23
2023-04-11,600000.SH,97.31
2023-04-11,600519.SH,109.33
2023-04-11,000001.SZ,71.81
2023-04-11,300750.SZ,54.16
2023-04-11,601318.SH,61.58
2023-04-11,000858.SZ,53.53
2023-04-11,002594.SZ,88.22
2023-04-11,600036.SH,89.66
2023-04-12,600000.SH,80.97
2023-04-12,600519.SH,65.59
2023-04-12,000001.SZ,62.64
2023-04-12,300750.SZ,93.86
2023-04-12,601318.SH,115.39
2023-04-12,000858.SZ,91.47
2023-04-12,002594.SZ,90.1
2023-04-12,600036.SH,81.71
2023-04-13,600000.SH,73.84
2023-04-13,600519.SH,113.73
2023-04-13,000001.SZ,79.65
2023-04-13,300750.SZ,74.31
2023-04-13,601318.SH,48.1
2023-04-13,000858.SZ,89.96
2023-04-13,002594.SZ,47.07
2023-04-13,600036.SH,40.39
2023-04-14,600000.SH,90.11
2023-04-14,600519.SH,109.23
2023-04-14,000001.SZ,78.82
2023-04-14,300750.SZ,41.62
2023-04-14,601318.SH,88.22
2023-04-14,000858.SZ,77.32
2023-04-14,002594.SZ,94.91
2023-04-14,600036.SH,90.17
2023-04-17,600000.SH,107.69
2023-04-17,600519.SH,108.1
2023-04-17,000001.SZ,47.15
2023-04-17,300750.SZ,92.17
2023-04-17,601318.SH,62.8
2023-04-17,000858.SZ,83.99
2023-04-17,002594.SZ,80.18
2023-04-17,600036.SH,101.36
2023-04-18,600000.SH,77.45
2023-04-18,600519.SH,97.91
2023-04-18,000001.SZ,109.11
2023-04-18,300750.SZ,113.91
2023-04-18,601318.SH,110.77
2023-04-18,000858.SZ,41.59
2023-04-18,002594.SZ,111.33
2023-04-18,600036.SH,76.7
2023-04-19,600000.SH,65.87
2023-04-19,600519.SH,110.97
2023-04-19,000001.SZ,94.3
2023-04-19,300750.SZ,114.53
2023-04-19,601318.SH,59.27
2023-04-19,000858.SZ,41.74
2023-04-19,002594.SZ,115.45
2023-04-19,600036.SH,64.35
2023-04-20,600000.SH,119.65
2023-04-20,600519.SH,83.67
2023-04-20,000001.SZ,110.84
2023-04-20,300750.SZ,42.27
2023-04-20,601318.SH,100.4
2023-04-20,000858.SZ,51.63
2023-04-20,002594.SZ,60.03
2023-04-20,600036.SH,54.28
2023-04-21,600000.SH,116.59
2023-04-21,600519.SH,96.36
2023-04-21,000001.SZ,74.2
2023-04-21,300750.SZ,82.04
2023-04-21,601318.SH,44.82
2023-04-21,000858.SZ,82.64
2023-04-21,002594.SZ,110.27
2023-04-21,600036.SH,74.98
2023-04-24,600000.SH,74.57
2023-04-24,600519.SH,104.51
2023-04-24,000001.SZ,96.71
2023-04-24,300750.SZ,100.0
2023-04-24,601318.SH,91.78
2023-04-24,000858.SZ,111.81
2023-04-24,002594.SZ,108.92
2023-04-24,600036.SH,57.49
2023-04-25,600000.SH,40.59
2023-04-25,600519.SH,64.47
2023-04-25,000001.SZ,79.4
2023-04-25,300750.SZ,104.73
2023-04-25,601318.SH,77.81
2023-04-25,000858.SZ,63.91
2023-04-25,002594.SZ,99.68
2023-04-25,600036.SH,96.13
2023-04-26,600000.SH,44.33
2023-04-26,600519.SH,53.32
2023-04-26,000001.SZ,81.64
2023-04-26,300750.SZ,95.15
2023-04-26,601318.SH,84.83
2023-04-26,000858.SZ,51.19
2023-04-26,002594.SZ,42.93
2023-04-26,600036.SH,62.51
2023-04-27,600000.SH,67.33
2023-04-27,600519.SH,47.69
2023-04-27,000001.SZ,107.86
2023-04-27,300750.SZ,80.08
2023-04-27,601318.SH,90.07
2023-04-27,000858.SZ,53.32
2023-04-27,002594.SZ,82.3
2023-04-27,600036.SH,89.31
2023-04-28,600000.SH,50.31
2023-04-28,600519.SH,52.98
2023-04-28,000001.SZ,73.78
2023-04-28,300750.SZ,51.22
2023-04-28,601318.SH,59.97
2023-04-28,000858.SZ,46.07
2023-04-28,002594.SZ,51.06
2023-04-28,600036.SH,117.57
2023-05-01,600000.SH,51.2
2023-05-01,600519.SH,44.43
2023-05-01,000001.SZ,84.8
2023-05-01,300750.SZ,55.45
2023-05-01,601318.SH,58.12
2023-05-01,000858.SZ,76.87
2023-05-01,002594.SZ,103.3
2023-05-01,600036.SH,87.11
2023-05-02,600000.SH,91.29
2023-05-02,600519.SH,43.75
2023-05-02,000001.SZ,46.07
2023-05-02,300750.SZ,65.6
2023-05-02,601318.SH,83.57
2023-05-02,000858.SZ,89.69
2023-05-02,002594.SZ,53.56
2023-05-02,600036.SH,53.05
2023-05-03,600000.SH,77.11
2023-05-03,600519.SH,111.41
2023-05-03,000001.SZ,109.68
2023-05-03,300750.SZ,94.25
2023-05-03,601318.SH,74.71
2023-05-03,000858.SZ,56.66
2023-05-03,002594.SZ,97.33
2023-05-03,600036.SH,47.35
2023-05-04,600000.SH,77.79
2023-05-04,600519.SH,107.53
2023-05-04,000001.SZ,67.29
2023-05-04,300750.SZ,115.21
2023-05-04,601318.SH,69.18
2023-05-04,000858.SZ,110.44
2023-05-04,002594.SZ,104.59
2023-05-04,600036.SH,85.28
2023-05-05,600000.SH,86.75
2023-05-05,600519.SH,79.76
2023-05-05,000001.SZ,115.99
2023-05-05,300750.SZ,60.26
2023-05-05,601318.SH,96.17
2023-05-05,000858.SZ,93.88
2023-05-05,002594.SZ,75.61
2023-05-05,600036.SH,106.95
2023-05-08,600000.SH,115.53
2023-05-08,600519.SH,54.73
2023-05-08,000001.SZ,76.71
2023-05-08,300750.SZ,91.44
2023-05-08,601318.SH,67.1
2023-05-08,000858.SZ,66.89
2023-05-08,002594.SZ,103.86
2023-05-08,600036.SH,92.43
2023-05-09,600000.SH,71.21
2023-05-09,600519.SH,55.45
2023-05-09,000001.SZ,64.71
2023-05-09,300750.SZ,63.59
2023-05-09,601318.SH,40.25
2023-05-09,000858.SZ,77.84
2023-05-09,002594.SZ,86.17
2023-05-09,600036.SH,59.55
2023-05-10,600000.SH,98.41
2023-05-10,600519.SH,76.07
2023-05-10,000001.SZ,72.09
2023-05-10,300750.SZ,80.38
2023-05-10,601318.SH,40.86
2023-05-10,000858.SZ,67.42
2023-05-10,002594.SZ,62.28
2023-05-10,600036.SH,93.84
2023-05-11,600000.SH,40.59
2023-05-11,600519.SH,66.92
2023-05-11,000001.SZ,102.09
2023-05-11,300750.SZ,66.67
2023-05-11,601318.SH,67.83
2023-05-11,000858.SZ,84.99
2023-05-11,002594.SZ,87.56
2023-05-11,600036.SH,113.82
2023-05-12,600000.SH,61.3
2023-05-12,600519.SH,97.7
2023-05-12,000001.SZ,46.42
2023-05-12,300750.SZ,89.5
2023-05-12,601318.SH,45.91
2023-05-12,000858.SZ,83.62
2023-05-12,002594.SZ,75.79
2023-05-12,600036.SH,97.31
2023-05-15,600000.SH,96.19
2023-05-15,600519.SH,100.05
2023-05-15,000001.SZ,107.81
2023-05-15,300750.SZ,84.58
2023-05-15,601318.SH,103.13
2023-05-15,000858.SZ,70.99
2023-05-15,002594.SZ,115.49
2023-05-15,600036.SH,63.75
2023-05-16,600000.SH,94.6
2023-05-16,600519.SH,70.61
2023-05-16,000001.SZ,102.41
2023-05-16,300750.SZ,52.77
2023-05-16,601318.SH,52.12
2023-05-16,000858.SZ,114.73
2023-05-16,002594.SZ,67.79
2023-05-16,600036.SH,79.91
2023-05-17,600000.SH,62.85
2023-05-17,600519.SH,74.83
2023-05-17,000001.SZ,89.58
2023-05-17,300750.SZ,89.44
2023-05-17,601318.SH,86.28
2023-05-17,000858.SZ,54.17
2023-05-17,002594.SZ,46.69
2023-05-17,600036.SH,74.45
2023-05-18,600000.SH,104.53
2023-05-18,600519.SH,70.22
2023-05-18,000001.SZ,70.31
2023-05-18,300750.SZ,105.81
2023-05-18,601318.SH,69.29
2023-05-18,000858.SZ,44.97
2023-05-18,002594.SZ,60.4
2023-05-18,600036.SH,67.11
2023-05-19,600000.SH,74.02
2023-05-19,600519.SH,107.44
2023-05-19,000001.SZ,51.69
2023-05-19,300750.SZ,64.97
2023-05-19,601318.SH,107.41
2023-05-19,000858.SZ,47.65
2023-05-19,002594.SZ,46.38
2023-05-19,600036.SH,74.98
2023-05-22,600000.SH,80.15
2023-05-22,600519.SH,52.83
2023-05-22,000001.SZ,97.47
2023-05-22,300750.SZ,85.49
2023-05-22,601318.SH,66.71
2023-05-22,000858.SZ,118.24
2023-05-22,002594.SZ,73.12
